Date,Category,Subcategory,Dollars,Dollars_last_year,Dollars_3_years_ago,Unit_sales,Unit_sales_last_year,Unit_sales_3_years_ago,Share,Share_last_year,Share_3_years_ago,Percent_change_dollars_1_year,Percent_change_units_1_year,Percent_change_share_1_year,Percent_change_dollars_3_years,Percent_change_units_3_years,Percent_change_share_3_years
20-11-2022,Commercially prepared items,Other,98052969,89879709,78058123,39147414,41997901,39312335,0.5,0.5,0.6,9.1,-6.8,-0.4,25.6,-0.4,-3.2
20-11-2022,Commercially prepared items,Regular meat fresh/frozen,960710,892771,686809,185393,239762,201476,0,0,0,7.6,-14.15,-1.8,39.9,-8,7.8
20-11-2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",352830607,324075879,279544798,81959513,87934215,82352665,1.9,2,2,8.9,-6.8,-0.6,26.2,-0.5,-2.7
20-11-2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",166957367,146043429,130812702,69192104,67867727,66335373,0.9,0.9,0.9,14.3,2,4.3,27.6,4.3,-1.7
20-11-2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.3,6.3,6.5,10.3,-6.3,0.7,26.8,-4,-2.3
20-11-2022,Commercially prepared items,Sweet ready-to-eat (bakery items),529516165,475234757,405072615,138847563,143383358,142109297,2.9,2.9,2.9,11.4,-3.2,1.7,30.7,-2.3,0.7
20-11-2022,Dairy,Cheese,638290496,568650102,489372297,159808815,159418193,147698331,3.5,3.4,3.5,12.2,0.2,2.4,30.4,8.2,0.5
20-11-2022,Dairy,Other,415398344,376018054,343578652,116823798,120704396,121187734,2.3,2.3,2.5,10.5,-3.2,0.8,20.9,-3.6,-6.8
20-11-2022,Dairy,Regular-fat milk,37251337,27623843,25715091,19530097,18155308,19190228,0.2,0.2,0.2,28.95,7.05,17.8,44.9,1.8,11.6
20-11-2022,Dairy,Yogurt and other,409070089,346274296,299568260,130863944,136137526,131972904,2.3,2.1,2.1,18.1,-3.9,7.8,36.6,-0.8,5.2
20-11-2022,Fats and oils,Oils,128341763,109556641,81793030,16953460,16978780,16903165,0.7,0.7,0.6,17.1,-0.1,6.9,56.55,0.3,20.9
20-11-2022,Fats and oils,Solids,216243409,157393354,153098234,49827097,51212263,49621192,1.2,0.9,1.1,28.95,-2.7,17.8,41.2,0.4,8.8
20-11-2022,Fruits,Fruit juice,114783710,105928556,85885976,32205300,34659517,31230983,0.6,0.6,0.6,8.4,-7.1,-1.1,33.6,3.1,3
20-11-2022,Fruits,Whole canned,133273812,117415486,101672664,47856048,50994534,49817962,0.7,0.7,0.7,13.5,-6.2,3.6,31.1,-3.9,1
20-11-2022,Fruits,Whole fresh/frozen,661861998,661308073,545535901,231427818,235527081,214765962,3.6,4,3.9,0.1,-1.7,-8.7,21.3,7.8,-6.5
20-11-2022,Grains,Flour and mixes,47599328,36380913,33458715,12354933,12329203,12577901,0.3,0.2,0.2,28.95,0.2,17.8,42.3,-1.8,9.6
20-11-2022,Grains,Frozen/ready to cook,50005017,43958988,36762114,12999631,13285930,11710172,0.3,0.3,0.3,13.8,-2.2,3.8,36,11,4.8
20-11-2022,Grains,Not sweet packaged/Meals and sides,57901031,46572754,40463103,32359234,31778759,29895882,0.3,0.3,0.3,24.3,1.8,13.5,43.1,8.2,10.3
20-11-2022,Grains,Other,90468465,74623745,62766589,30858489,30012210,27448698,0.5,0.5,0.4,21.2,2.8,10.6,44.1,12.4,11.1
20-11-2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",639384976,553444439,469959645,198703425,203677621,200124196,3.5,3.3,3.4,15.5,-2.4,5.4,36.1,-0.7,4.8
20-11-2022,"Meats, eggs, and nuts",Eggs,252816233,145157988,127652118,50827337,50572510,51375819,1.4,0.9,0.9,28.95,0.5,17.8,56.55,-1.1,20.9625
20-11-2022,"Meats, eggs, and nuts",Fish fresh/frozen,113156335,119416071,92421324,12545776,13611410,12398160,0.6,0.7,0.7,-5.2,-7.8,-13.5,22.4,1.2,-5.7
20-11-2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,53763662,47046223,43811907,12046008,11470516,11538959,0.3,0.3,0.3,14.3,5,4.3,22.7,4.4,-5.4
20-11-2022,"Meats, eggs, and nuts",Nuts and seeds raw,165348260,166219364,158829547,33868577,36887871,40020647,0.9,1,1.1,-0.5,-8.2,-9.2,4.1,-15.4,-19.8
20-11-2022,"Meats, eggs, and nuts",Other,55437693,54350183,46772835,22554515,24150551,22381274,0.3,0.3,0.3,2,-6.6,-6.9,18.5,0.8,-8.7
20-11-2022,"Meats, eggs, and nuts",Poultry fresh/frozen,728478170,651273913,574334871,91179841,91287439,88167109,4,3.9,4.1,11.9,-0.1,2.1,26.8,3.4,-2.3
20-11-2022,"Meats, eggs, and nuts",Regular meat canned,34542546,27937479,21746631,10676380,11685825,10676598,0.2,0.2,0.2,23.6,-8.6,12.8,56.55,0,20.9625
20-11-2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,232889986,236169036,222801834,6.8,6.55,6.55,1.2,-1.4,-7.7,29.3,4.5,-0.4
20-11-2022,Other,Other,651990908,609691434,473319324,114603756,118173480,104242864,3.6,3.7,3.4,6.9,-3,-2.4,37.7,9.9,6.1
20-11-2022,Sugar and sweeteners,Raw,109115427,94412983,84121570,28420284,28802949,30126210,0.6,0.6,0.6,15.6,-1.3,5.5,29.7,-5.7,-0.1
20-11-2022,Vegetables,Dark green canned,736026,660728,589273,514835,583119,557953,0,0,0,11.4,-11.7,1.7,24.9,-7.7,-3.8
20-11-2022,Vegetables,Dark green fresh/frozen,238486619,230103860,189407733,79083903,83035801,75223610,1.3,1.4,1.4,3.6,-4.8,-5.4,25.9,5.1,-3
20-11-2022,Vegetables,Legumes canned,53232762,44043790,39553768,35497987,34887492,34300710,0.3,0.3,0.3,20.9,1.7,10.3,34.6,3.5,3.7
20-11-2022,Vegetables,Legumes fresh/frozen,51316858,46785700,41677501,19930779,20802911,20428762,0.3,0.3,0.3,9.7,-4.2,0.1,23.1,-2.4,-5.1
20-11-2022,Vegetables,"Not sweet canned (soups, sauces, etc)",9343760,9263506,8265342,2126576,2342311,2283399,0.1,0.1,0.1,0.9,-9.2,-7.9,13,-6.9,-12.9
20-11-2022,Vegetables,Orange canned,1730788,1477768,1274325,1689533,1744615,1620225,0,0,0,17.1,-3.2,6.9,35.8,4.3,4.7
20-11-2022,Vegetables,Orange fresh/frozen,63129539,61935200,56208266,39498201,39602747,38673475,0.3,0.4,0.4,1.9,-0.3,-7,12.3,2.1,-13.5
20-11-2022,Vegetables,Other,167273868,145507133,125120176,68194804,69102123,63280329,0.9,0.9,0.9,15,-1.3,4.9,33.7,7.8,3
20-11-2022,Vegetables,Other-mostly water canned,82466583,74112699,65103813,30480655,32201490,30787600,0.5,0.4,0.5,11.3,-5.3,1.6,26.7,-1,-2.4
20-11-2022,Vegetables,Other-mostly water fresh/frozen,199310836,183316224,161369146,101259038,100924000,96198333,1.1,1.1,1.2,8.7,0.3,-0.8,23.5,5.3,-4.8
20-11-2022,Vegetables,Other-nutrient-dense canned,43404782,33253381,31516364,32342564,30799689,30720286,0.2,0.2,0.2,28.95,5,17.8,37.7,5.3,6.1
20-11-2022,Vegetables,Other-nutrient-dense fresh/frozen,153375035,146337452,125354662,76212552,77333800,72313646,0.8,0.9,0.9,4.8,-1.4,-4.3,22.4,5.4,-5.7
20-11-2022,Vegetables,Starchy canned,77458920,65407903,60248455,55074193,55648380,58486596,0.4,0.4,0.4,18.4,-1,8.1,28.6,-5.8,-0.9
20-11-2022,Vegetables,Starchy fresh/frozen,127599258,107109434,92832872,38200859,37723337,35497703,0.7,0.6,0.7,19.1,1.3,8.7,37.5,7.6,5.9
27-11-2022,Alcohol,Other,1093518412,984173461,861042184.1,158634952,160922839,163029368,6.8,6.55,6.55,3.3,-1.4,-6.9,10.7,-2.7,-11.2
27-11-2022,Beverages,Carbonated non-alcoholic,1007711226,876223651,742373979,274847328,282281113.4,276043695.6,5.8,5.6,5.4,15,-2.1,3.6,35.7,-4.6,8.9
27-11-2022,Beverages,Fruit drinks and non-carbonated sugary,885969229,802020378,649021561,274847328,282281113.4,261252143,5.1,5.2,4.7,10.5,-1.8,-0.5,36.5,8.6,9.6
27-11-2022,Beverages,Other,280819241,246475665,233763955,35376463,35333244,37009886,1.6,1.6,1.7,13.9,0.1,2.6,20.1,-4.4,-3.6
27-11-2022,Beverages,Water,396532551,353714181,292040657,134386227,141613733,136028991,2.3,2.3,2.1,12.1,-5.1,1,35.8,-1.2,9
27-11-2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",329989133,286260510,251670354,111922351,112577384,111834722,1.9,1.8,1.8,15.3,-0.6,3.9,31.1,0.1,5.2
27-11-2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",501955775,446298723,366867633,107571461,111884961,106404123,2.9,2.9,2.7,12.5,-3.9,1.3,36.8,1.1,9.8
27-11-2022,Commercially prepared items,Not sweet packaged/Meals and sides,1073927387,970848178,861042184.1,274847328,282281113.4,276043695.6,6.2,6.2,6.3,10.6,-1.5,-0.3,22.4,-1.1,-1.8
27-11-2022,Commercially prepared items,Not sweet packaged/Snacks,981693148,869636927,753701915,274847328,281742788,276043695.6,5.7,5.6,5.4,12.9,-2.2,1.7,30.2,-3.7,4.5
27-11-2022,Commercially prepared items,Other,101778681,91233752,88419582,41097966,42856254,44220343,0.6,0.6,0.6,11.6,-4.1,0.5,15.1,-7.1,-7.6
27-11-2022,Commercially prepared items,Regular meat fresh/frozen,947230,790502,647219,184297,203606,189622,0,0,0,19.8,-9.5,8,46.4,-2.8,17.5
27-11-2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",355551789,316332593,285644572,83639375,87153402,86045491,2.1,2,2.1,12.4,-4,1.3,24.5,-2.8,-0.1
27-11-2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",169449297,147569044,145614407,68631384,68050818,72627858,1,0.9,1.1,14.8,0.9,3.4,16.4,-5.5,-6.6
27-11-2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1080844931,975033156,861042184.1,274847328,282281113.4,276043695.6,6.3,6.3,6.4,10.9,-5.6,-0.1,22,-6.8,-2.1
27-11-2022,Commercially prepared items,Sweet ready-to-eat (bakery items),560556205,503401884,448227471,131951537,137203917,139949424,3.3,3.2,3.2,11.4,-3.8,0.3,25.1,-5.7,0.4
27-11-2022,Dairy,Cheese,631273432,560470950,508050642,155368187,155676056,149317043,3.7,3.6,3.7,12.6,-0.2,1.5,24.3,4.1,-0.3
27-11-2022,Dairy,Other,406377834,371677845,350901737,113567696,117849157,121940443,2.4,2.4,2.5,9.3,-3.6,-1.5,15.8,-6.9,-7.1
27-11-2022,Dairy,Regular-fat milk,44736656,33797223,33041345,22014831,22335385,23490677,0.3,0.2,0.2,28.95,-1.4,17.8,35.4,-6.3,8.7
27-11-2022,Dairy,Yogurt and other,390435782,328166844,298717276,120175795,124709017,125611527,2.3,2.1,2.2,19,-3.6,7.2,30.7,-4.3,4.9
27-11-2022,Fats and oils,Oils,135204933,112437246,92428871,16718274,16929574,16865152,0.8,0.7,0.7,20.2,-1.2,8.3,46.3,-0.9,17.4
27-11-2022,Fats and oils,Solids,218544073,157417690,164060578,48895548,49561596,51291997,1.3,1,1.2,28.95,-1.3,17.8,33.2,-4.7,6.9
27-11-2022,Fruits,Fruit juice,117706523,106713273,90614997,33281114,34779531,32978306,0.7,0.7,0.7,10.3,-4.3,-0.6,29.9,0.9,4.2
27-11-2022,Fruits,Whole canned,126804671,106933182,101998842,47181507,47318947,52458317,0.7,0.7,0.7,18.6,-0.3,6.8,24.3,-10.1,-0.2
27-11-2022,Fruits,Whole fresh/frozen,631765281,623390313,525932475,218399635,219081685,204868821,3.7,4,3.8,1.3,-0.3,-8.7,20.1,6.6,-3.6
27-11-2022,Grains,Flour and mixes,46792904,35538962,35162259,12170644,12028997,13310509,0.3,0.2,0.3,28.95,1.2,17.8,33.1,-8.6,6.8
27-11-2022,Grains,Frozen/ready to cook,45869617,39628112,36504905,11408831,11609798,11294634,0.3,0.3,0.3,15.8,-1.7,4.3,25.7,1,0.8
27-11-2022,Grains,Not sweet packaged/Meals and sides,53554550,43244694,39396268,30066207,29256244,28573917,0.3,0.3,0.3,23.8,2.8,11.6,35.9,5.2,9.1
27-11-2022,Grains,Other,75194091,61772172,55547266,24099993,23654967,23110980,0.4,0.4,0.4,21.7,1.9,9.7,35.4,4.3,8.6
27-11-2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",619630384,535286596,484567212,188582544,194925091,203366798,3.6,3.4,3.5,15.8,-3.3,4.3,27.9,-7.3,2.6
27-11-2022,"Meats, eggs, and nuts",Eggs,265703739,148460549,139242524,52153237,51957326,55665261,1.5,1,1,28.95,0.4,17.8,56.55,-6.3,20.9625
27-11-2022,"Meats, eggs, and nuts",Fish fresh/frozen,102503550,111547227,88047189,11034915,12131898,11405427,0.6,0.7,0.6,-8.1,-9,-17.2,16.4,-3.2,-6.6
27-11-2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,44626276,38829015,39454313,10066888,9495475,11211705,0.3,0.2,0.3,14.9,6,3.5,13.1,-10.2,-9.2
27-11-2022,"Meats, eggs, and nuts",Nuts and seeds raw,156626156,153748962,160793947,31452744,33561724,38941200,0.9,1,1.2,1.9,-6.3,-8.2,-2.6,-19.2,-21.8
27-11-2022,"Meats, eggs, and nuts",Other,44025616,42695472,38631813,17428111,18465395,17890701,0.3,0.3,0.3,3.1,-5.6,-7.1,14,-2.6,-8.5
27-11-2022,"Meats, eggs, and nuts",Poultry fresh/frozen,551971122,478678410,468230952,71539198,70270160,71480883,3.2,3.1,3.4,15.3,1.8,3.9,17.9,0.1,-5.4
27-11-2022,"Meats, eggs, and nuts",Regular meat canned,27859002,22300704,18891191,8528135,9211805,9052538,0.2,0.1,0.1,24.9,-7.4,12.5,47.5,-5.8,18.3
27-11-2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,198502264,202834152,200827025,6.8,6.55,6.55,1.7,-2.1,-8.4,21,-1.2,-2.9
27-11-2022,Other,Other,620715426,578077013,486231711,112331655,115424731,108605853,3.6,3.7,3.5,7.4,-2.7,-3.3,27.7,3.4,2.4
27-11-2022,Sugar and sweeteners,Raw,115165417,98322274,93643889,31313410,31595090,35604867,0.7,0.6,0.7,17.1,-0.9,5.5,23,-12.1,-1.3
27-11-2022,Vegetables,Dark green canned,545916,479802,468215,365028,401345,427583,0,0,0,13.8,-9,2.5,16.6,-14.6,-6.4
27-11-2022,Vegetables,Dark green fresh/frozen,219969979,211292300,170306788,73050629,76638367,69607848,1.3,1.4,1.2,4.1,-4.7,-6.2,29.2,4.9,3.7
27-11-2022,Vegetables,Legumes canned,40956117,35273347,34104672,26146478,27007537,28356516,0.2,0.2,0.2,16.1,-3.2,4.6,20.1,-7.8,-3.6
27-11-2022,Vegetables,Legumes fresh/frozen,50786698,46223134,43837507,19158271,19832951,20871200,0.3,0.3,0.3,9.9,-3.4,-1,15.9,-8.2,-7
27-11-2022,Vegetables,"Not sweet canned (soups, sauces, etc)",8331874,8075103,7355395,1857966,2020247,1923630,0,0.1,0.1,3.2,-8,-7,13.3,-3.4,-9.1
27-11-2022,Vegetables,Orange canned,1250710,1062406,999606,1202908,1212097,1240050,0,0,0,17.7,-0.8,6.1,25.1,-3,0.4
27-11-2022,Vegetables,Orange fresh/frozen,61001328,59500972,58422920,35825616,35938523,38618329,0.4,0.4,0.4,2.5,-0.3,-7.6,4.4,-7.2,-16.2
27-11-2022,Vegetables,Other,156370875,137556112,125824126,63475780,65098784,62546947,0.9,0.9,0.9,13.7,-2.5,2.4,24.3,1.5,-0.3
27-11-2022,Vegetables,Other-mostly water canned,79499743,69956921,66473725,28554097,29559726,30420578,0.5,0.5,0.5,13.6,-3.4,2.4,19.6,-6.1,-4
27-11-2022,Vegetables,Other-mostly water fresh/frozen,193404015,177872901,169057079,99038259,98995489,100341659,1.1,1.1,1.2,8.7,0,-2,14.4,-1.3,-8.2
27-11-2022,Vegetables,Other-nutrient-dense canned,31202420,25647817,26083587,22961963,23432935,24665278,0.2,0.2,0.2,21.7,-2,9.6,19.6,-6.9,-4
27-11-2022,Vegetables,Other-nutrient-dense fresh/frozen,151014420,141568178,127711619,74658846,75188253,73135192,0.9,0.9,0.9,6.7,-0.7,-3.9,18.2,2.1,-5.1
27-11-2022,Vegetables,Starchy canned,73099723,61834748,62645378,50110052,50497064,56203854,0.4,0.4,0.5,18.2,-0.8,6.5,16.7,-10.8,-6.4
27-11-2022,Vegetables,Starchy fresh/frozen,123367006,102921433,97384933,36128086,35479256,36590994,0.7,0.7,0.7,19.9,1.8,8,26.7,-1.3,1.7
4/12/2022,Alcohol,Other,1093518412,984173461,861042184.1,138170402,142641321,139866663,6.8,6.55,6.55,1.1,-3.1,-6.6,12.3,-1.2,-10.3
4/12/2022,Beverages,Carbonated non-alcoholic,900906932,810658300,667387733,272500024,282281113.4,276043695.6,5.7,5.6,5.3,11.1,-5.1,2.7,35,-4.7,7.8
4/12/2022,Beverages,Fruit drinks and non-carbonated sugary,880362055,821269779,645771294,274847328,282281113.4,263254988,5.6,5.6,5.1,7.2,-5.4,-1,36.3,7.5,8.9
4/12/2022,Beverages,Other,298315599,268290496,247621290,37251786,38471984,39353394,1.9,1.8,2,11.2,-3.2,2.7,20.5,-5.3,-3.8
4/12/2022,Beverages,Water,407693023,371490881,295519961,138403158,149729549,138124671,2.6,2.5,2.3,9.7,-7.6,1.4,38,0.2,10.2
4/12/2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",269698447,242354440,206173316,89115689,92545125,88987516,1.7,1.7,1.6,11.3,-3.7,2.8,30.8,0.1,4.4
4/12/2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",611408245,554284801,460665702,134118156,142421061,138833641,3.9,3.8,3.7,10.3,-5.8,1.9,32.7,-3.4,6
4/12/2022,Commercially prepared items,Not sweet packaged/Meals and sides,1037169967,949012196,841723093,274847328,282281113.4,276043695.6,6.6,6.5,6.55,9.3,-2.8,1,23.2,-2.8,-1.6
4/12/2022,Commercially prepared items,Not sweet packaged/Snacks,1047068902,940706522,805804217,274847328,282281113.4,276043695.6,6.6,6.5,6.4,11.3,-4,2.8,29.9,-4.8,3.8
4/12/2022,Commercially prepared items,Other,59258278,55806723,48497693,24465482,26001389,25103118,0.4,0.4,0.4,6.2,-5.9,-1.9,22.2,-2.5,-2.4
4/12/2022,Commercially prepared items,Regular meat fresh/frozen,789734,839207,703603,165787,211279,190802,0,0,0,-5.9,-14.15,-13.1,12.2,-13.1,-10.4
4/12/2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",263816186,243834222,203828621,56883320,61364368,54449991,1.7,1.7,1.6,8.2,-7.3,-0.1,29.4,4.5,3.3
4/12/2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",121246712,110864628,112171976,44843623,46184279,51098962,0.8,0.8,0.9,9.4,-2.9,1,8.1,-12.2,-13.7
4/12/2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.8,6.55,6.55,8.4,-7.4,0.1,18.2,-9.5,-5.6
4/12/2022,Commercially prepared items,Sweet ready-to-eat (bakery items),433705543,392464300,354537464,120902290,126912633,132156482,2.7,2.7,2.8,10.5,-4.7,2.1,22.3,-8.5,-2.3
4/12/2022,Dairy,Cheese,496715886,453631169,411674749,120368263,124355783,119588369,3.1,3.1,3.3,9.5,-3.2,1.2,20.7,0.7,-3.7
4/12/2022,Dairy,Other,391144446,361725264,333220218,109919685,115501140,116708532,2.5,2.5,2.6,8.1,-4.8,-0.1,17.4,-5.8,-6.3
4/12/2022,Dairy,Regular-fat milk,16918061,13106015,12633641,8085605,8402346,8624229,0.1,0.1,0.1,28.95,-3.8,17.8,33.9,-6.2,6.9
4/12/2022,Dairy,Yogurt and other,351817940,301282664,264175050,113683386,120205798,119260533,2.2,2.1,2.1,16.8,-5.4,7.9,33.2,-4.7,6.3
4/12/2022,Fats and oils,Oils,87119481,77536242,59728828,12395542,13047402,13319042,0.6,0.5,0.5,12.4,-5,3.8,45.9,-6.9,16.5
4/12/2022,Fats and oils,Solids,125835754,96938548,98154543,26829483,28589836,30001316,0.8,0.7,0.8,28.95,-6.2,17.8,28.2,-10.6,2.4
4/12/2022,Fruits,Fruit juice,105182937,96676636,80833409,29456369,31228843,29529592,0.7,0.7,0.6,8.8,-5.7,0.5,30.1,-0.2,3.9
4/12/2022,Fruits,Whole canned,89825708,81039043,71070606,26932655,29462397,29268081,0.6,0.6,0.6,10.8,-8.6,2.4,26.4,-8,0.9
4/12/2022,Fruits,Whole fresh/frozen,630590456,623010348,507699096,224138475,223890926,204574177,4,4.3,4,1.2,0.1,-6.5,24.2,9.6,-0.8
4/12/2022,Grains,Flour and mixes,31656400,25238426,25112228,7907026,8173944,9556071,0.2,0.2,0.2,25.4,-3.3,15.9,26.1,-17.3,0.7
4/12/2022,Grains,Frozen/ready to cook,32875665,29472249,26003827,9294777,9553602,9007999,0.2,0.2,0.2,11.5,-2.7,3,26.4,3.2,0.9
4/12/2022,Grains,Not sweet packaged/Meals and sides,48100049,39207262,36850527,26282966,25997958,27365345,0.3,0.3,0.3,22.7,1.1,13.3,30.5,-4,4.2
4/12/2022,Grains,Other,78978634,65986516,58262149,26317192,26068746,25173967,0.5,0.5,0.5,19.7,1,10.6,35.6,4.5,8.2
4/12/2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",554134132,486640331,420605666,171913227,178377853,180393063,3.5,3.3,3.3,13.9,-3.6,5.2,31.7,-4.7,5.2
4/12/2022,"Meats, eggs, and nuts",Eggs,228692215,129994995,118813726,43340419,44076814,45881034,1.4,0.9,0.9,28.95,-1.7,17.8,56.55,-5.5,20.9625
4/12/2022,"Meats, eggs, and nuts",Fish fresh/frozen,103131662,110361873,86074976,11527318,12740074,11748286,0.7,0.8,0.7,-6.6,-9.5,-13.7,19.8,-1.9,-4.3
4/12/2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,51582309,45882894,45283822,11811128,11365906,12680892,0.3,0.3,0.4,12.4,3.9,3.9,13.9,-6.9,-9
4/12/2022,"Meats, eggs, and nuts",Nuts and seeds raw,133742227,135931777,134833645,29009796,31762310,35125348,0.8,0.9,1.1,-1.6,-8.7,-9.1,-0.8,-17.4,-20.8
4/12/2022,"Meats, eggs, and nuts",Other,51822895,51276467,46468265,21565364,23230823,22995432,0.3,0.4,0.4,1.1,-7.2,-6.6,11.5,-6.2,-11
4/12/2022,"Meats, eggs, and nuts",Poultry fresh/frozen,457698223,416793276,355373129,71848186,75075947,73487535,2.9,2.9,2.8,9.8,-4.3,1.4,28.8,-2.2,2.8
4/12/2022,"Meats, eggs, and nuts",Regular meat canned,30885270,25260385,21731475,9881291,10925719,10988626,0.2,0.2,0.2,22.3,-9.6,12.9,42.1,-10.1,13.5
4/12/2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,208536950,218221236,215414032,6.8,6.55,6.55,-0.8,-4.4,-8.3,19.8,-3.2,-4.3
4/12/2022,Other,Other,575760269,558221037,454678112,96798794,103044535,94670632,3.6,3.8,3.6,3.1,-6.1,-4.7,26.6,2.2,1.1
4/12/2022,Sugar and sweeteners,Raw,80607551,70631334,68139020,19103765,19976707,23343183,0.5,0.5,0.5,14.1,-4.4,5.4,18.3,-18.2,-5.5
4/12/2022,Vegetables,Dark green canned,607451,556070,560057,398608,458342,513352,0,0,0,9.2,-13,0.9,8.5,-22.4,-13.4
4/12/2022,Vegetables,Dark green fresh/frozen,226100822,223620381,179619230,72496892,79008908,69915916,1.4,1.5,1.4,1.1,-8.2,-6.6,25.9,3.7,0.5
4/12/2022,Vegetables,Legumes canned,43931351,38196394,37223227,29419709,30482089,32341994,0.3,0.3,0.3,15,-3.5,6.2,18,-9,-5.8
4/12/2022,Vegetables,Legumes fresh/frozen,36368748,33705356,31345773,14013840,14503192,14765630,0.2,0.2,0.2,7.9,-3.4,-0.3,16,-5.1,-7.4
4/12/2022,Vegetables,"Not sweet canned (soups, sauces, etc)",8462917,8485073,7277369,1835111,1996561,1830203,0.1,0.1,0.1,-0.3,-8.1,-7.9,16.3,0.3,-7.1
4/12/2022,Vegetables,Orange canned,1297561,1144364,1050334,1215864,1297575,1275781,0,0,0,13.4,-6.3,4.7,23.5,-4.7,-1.4
4/12/2022,Vegetables,Orange fresh/frozen,36758564,36130675,34251770,19640314,20218958,20392192,0.2,0.2,0.3,1.7,-2.9,-6,7.3,-3.7,-14.3
4/12/2022,Vegetables,Other,136083035,118713828,106251740,53459365,55095600,52224600,0.9,0.8,0.8,14.6,-3,5.9,28.1,2.4,2.3
4/12/2022,Vegetables,Other-mostly water canned,62358363,56315183,50462504,22378215,23725863,23200813,0.4,0.4,0.4,10.7,-5.7,2.3,23.6,-3.5,-1.3
4/12/2022,Vegetables,Other-mostly water fresh/frozen,151441224,139285181,123395028,75558050,75716975,71537658,1,1,1,8.7,-0.2,0.4,22.7,5.6,-2
4/12/2022,Vegetables,Other-nutrient-dense canned,36981741,30100470,31273405,27674466,27876790,31006723,0.2,0.2,0.2,22.9,-0.7,13.5,18.3,-10.7,-5.6
4/12/2022,Vegetables,Other-nutrient-dense fresh/frozen,142347601,135177818,113247139,70494284,72306390,66707783,0.9,0.9,0.9,5.3,-2.5,-2.7,25.7,5.7,0.4
4/12/2022,Vegetables,Starchy canned,29944446,26568838,26125383,22130583,22744792,25542280,0.2,0.2,0.2,12.7,-2.7,4.1,14.6,-13.4,-8.5
4/12/2022,Vegetables,Starchy fresh/frozen,77353877,65420859,58124059,23206911,23066200,22424607,0.5,0.4,0.5,18.2,0.6,9.2,33.1,3.5,6.3
11/12/2022,Alcohol,Other,1093518412,984173461,861042184.1,144375110,145945363,146039284,6.8,6.55,6.55,2.7,-1.1,-6.3,11.1,-1.1,-13.1
11/12/2022,Beverages,Carbonated non-alcoholic,949163727,843396467,694704487,274847328,282281113.4,276043695.6,5.6,5.4,5.2,12.5,-3.2,2.7,36.6,-4.2,6.9
11/12/2022,Beverages,Fruit drinks and non-carbonated sugary,926055958,840071755,662262110,274847328,282281113.4,267753099,5.4,5.4,5,10.2,-2.5,0.6,39.8,10.6,9.4
11/12/2022,Beverages,Other,311188449,277176616,252968519,38865548,39601656,40047824,1.8,1.8,1.9,12.3,-1.9,2.4,23,-3,-3.7
11/12/2022,Beverages,Water,418835718,373928137,298233487,140645937,148600338,138768181,2.5,2.4,2.2,12,-5.4,2.2,40.4,1.4,9.9
11/12/2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",298289768,265004929,221247871,97670482,100836222,94743094,1.7,1.7,1.7,12.6,-3.1,2.7,34.8,3.1,5.5
11/12/2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",651761938,584958019,466837237,141171738,148435396,137782782,3.8,3.8,3.5,11.4,-4.9,1.7,39.6,2.5,9.3
11/12/2022,Commercially prepared items,Not sweet packaged/Meals and sides,1093518412,984173461,861042184.1,274847328,282281113.4,276043695.6,6.5,6.5,6.55,9.8,-2.8,0.2,26.2,1.4,-1.2
11/12/2022,Commercially prepared items,Not sweet packaged/Snacks,1093518412,984173461,840171853,274847328,282281113.4,276043695.6,6.6,6.4,6.3,13.1,-2.7,3.2,33.4,-2.4,4.4
